,PreferredSponsors,Gender,Country,Degree,city,zip,isFromSocialMedia,day,month,year
23618,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Kamuthi,623603,False,8,8,2023
23619,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,High School Student,South Elgin,60177,True,4,10,2023
23620,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,Brazil,Undergraduate Student,Sao Paulo,03276-010,False,22,11,2022
23621,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Kharagpur,721302,False,15,6,2023
23623,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Afghanistan,Undergraduate Student,Kabul,2496300,True,1,11,2023
23624,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Ropar,140001,False,16,6,2023
23626,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,Hyderabad,500062,False,16,5,2023
23629,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Undergraduate Student,Accra,GS-0210-554,False,7,7,2023
23630,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,Pune,411015,True,15,6,2023
23631,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Kenya,Undergraduate Student,Nairobi,100,True,17,9,2023
23634,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Hyderabad,500018,False,5,3,2023
23635,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,Ghana,Not in Education,Accra,233,False,26,8,2022
23637,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,"Tanzania, United Republic of Tanzania",Undergraduate Student,Arusha,0,True,24,7,2023
23638,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Graduate Program Student,Saint Louis,63108,True,10,7,2023
23639,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Aligarh,202001,True,25,5,2023
23640,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,High School Student,Dallas,75230,True,28,7,2023
23641,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Khatauli,251201,False,8,3,2023
23644,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Portharcourt,10011,True,12,6,2023
23645,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,High School Student,Chicago,60623,True,7,4,2023
23646,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Ghaziabad,201001,True,24,8,2023
23651,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,enugu,401003,True,8,7,2023
23652,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Nagpur,440023,False,6,8,2023
23656,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Egypt,Undergraduate Student,Alexandria,21912,False,24,6,2023
23657,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Libyan Arab Jamahiriya,Graduate Program Student,Tripoli,218,True,15,8,2023
23658,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Anantapur,515004,False,22,6,2023
23660,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,United States,High School Student,Arlington Heights,60004,False,21,9,2022
23664,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Graduate Program Student,Mankessim,233,True,19,5,2023
23667,"[""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Graduate Program Student,VISAKHAPATNAM,530026,False,28,10,2022
23668,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Asaba,320221,False,15,6,2023
23670,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Hyderabad,500018,True,11,7,2023
23671,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Karachi,75300,False,19,6,2023
23672,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,High School Student,Bolingbrook,60490,True,15,3,2023
23673,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Rawalpindi,46000,False,3,4,2023
23674,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Morocco,Graduate Program Student,Settat,26000,False,7,3,2023
23675,"[""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate"",""GlobalShala"",""Grant Thornton China""]",Female,India,Not in Education,Faridabad,121003,False,7,7,2023
23676,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Bhopal,462022,False,16,6,2023
23677,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Lagos,110001,False,30,8,2023
23678,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Satna,485001,True,8,7,2023
23680,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Bangladesh,Undergraduate Student,Dhaka,1207,True,11,6,2023
23682,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Bangladesh,High School Student,Satkhira,9400,True,15,6,2023
23683,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Suryapet,508213,True,23,8,2023
23684,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,ikorodu,104101,False,15,6,2023
23686,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Undergraduate Student,Kumasi,23,False,7,7,2023
23690,"[""Illinois Institute of Technology""]",Male,Ghana,Undergraduate Student,Accra,233,False,4,4,2023
23691,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Undergraduate Student,Bwp,68e,True,15,6,2023
23692,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Undergraduate Student,Karachi,75400,True,9,10,2023
23693,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Islamabad,44000,True,10,8,2023
23694,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Gandhinagar,382845,False,6,7,2023
23695,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Graduate Program Student,Rawalpindi,Kuri dolal,True,11,6,2023
23696,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Gujra,10001,True,17,6,2023
23698,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint louis,63108,True,17,7,2023
23701,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,Hyderabad,500037,False,10,4,2023
23705,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,Calabar,540261,True,15,6,2023
23709,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,Benin,00176-0000,False,15,6,2023
23713,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Damaturu,620101,True,9,7,2023
23714,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Undergraduate Student,Kumasi,23,True,18,9,2023
23715,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Mahabubnagar,509001,False,14,6,2023
23716,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,23401,False,27,6,2023
23717,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,Benin,466uhc,True,8,6,2023
23718,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Karachi,75300,False,13,7,2023
23719,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,Ghana,Not in Education,Tema,233,False,24,11,2022
23721,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Basavani,577432,False,13,9,2022
23722,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,United States,High School Student,Towson,21204,False,21,9,2022
23724,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Graduate Program Student,eluru,534001,True,10,7,2023
23726,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,Chennai,600045,False,11,7,2023
23727,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Ghana,Undergraduate Student,Accra,233,True,29,8,2023
23728,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Mumbai,421306,True,24,9,2023
23729,"[""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,United States,High School Student,Algonquin,60102,False,23,12,2022
23731,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Karimnagar,505498,True,27,4,2023
23732,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Graduate Program Student,Jaipur,302002,False,24,11,2022
23733,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,India,Not in Education,Vijayawada,521108,False,9,10,2022
23734,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Saudi Arabia,High School Student,Riyadh,12253,False,8,3,2023
23735,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,Saudi Arabia,High School Student,Riyadh,12211,False,14,9,2022
23736,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,Egypt,High School Student,Belbies,44511,False,25,8,2022
23737,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Ongole,523001,False,3,5,2023
23738,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Kolkata,743245,True,14,6,2023
23739,"[""GlobalShala"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,Egypt,High School Student,Gizeh,0,False,25,9,2022
23740,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Undergraduate Student,Aurora,60504,True,15,4,2023
23741,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Malawi,Graduate Program Student,Lilongwe,0,False,10,8,2023
23742,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Not in Education,Kalimpong,734301,True,8,7,2023
23743,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Undergraduate Student,Mapo,9063766050,False,16,6,2023
23744,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,United States,High School Student,New York,10036,False,25,9,2022
23745,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,DHARAMSHALA,176057,False,31,7,2023
23746,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Nepal,Not in Education,Damauli,33900,False,16,8,2022
23748,"[""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,WARANGAL,506004,True,17,4,2023
23749,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Ambala cantt,133001,True,14,6,2023
23751,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Chennai,600028,True,13,11,2023
23752,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Graduate Program Student,Thrissur,680002,False,8,8,2023
23754,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Lahore,54000,False,11,6,2023
23755,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,100001,True,7,8,2023
23756,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,yaba,234101,True,7,7,2023
23757,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Srikakulam,532168,True,12,6,2023
23759,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,India,Not in Education,Kalyan,421301,False,29,9,2022
23761,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Bangalore,560063,False,9,5,2023
23762,"[""Saint Louis University""]",Female,United States,Graduate Program Student,ST LOUIS,63146,False,16,9,2023
23763,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Burhanpur,450331,False,15,6,2023
23764,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Chennai,600071,True,8,7,2023
23766,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,Saint Louis,63108,True,10,4,2023
23767,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,Graduate Program Student,saint louis,63146,True,3,10,2023
23768,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,United States,Graduate Program Student,Chicago,60616,False,5,9,2022
23770,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Tunisia,Undergraduate Student,zouhour,4031,True,17,3,2023
23772,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,TADEPALLIGUDEM,534101,False,16,8,2023
23774,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,Philippines,Undergraduate Student,Hagonoy,3002,False,16,11,2022
23775,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,100001,False,22,3,2023
23776,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Hanamkonda,506370,True,23,6,2023
23777,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Undergraduate Student,Tamale,233,False,24,6,2023
23778,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Udaipur,313002,False,27,6,2023
23779,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Pune,411007,False,7,7,2023
23781,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Hyderabad,500042,False,30,3,2023
23783,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Nandigama,521185,True,9,9,2023
23784,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Mancherial,504208,False,18,6,2023
23785,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,Ibadan,200286,False,23,6,2023
23787,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,"Tanzania, United Republic of Tanzania",Graduate Program Student,Mwanza,788096,True,13,6,2023
23789,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Pakistan,Undergraduate Student,Karachi,1234,True,26,3,2023
23790,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,BAUCHI,730211,False,15,6,2023
23791,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Nagpur,440034,True,8,7,2023
23792,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Anantapur,515001,True,31,3,2023
23793,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,United States,High School Student,Naperville,60564,False,2,7,2023
23794,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Undergraduate Student,Indore,452016,False,24,6,2023
23795,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Rwanda,Not in Education,Kigali,354,False,15,6,2023
23796,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,United States,High School Student,Indiatlantic,32903,False,26,10,2022
23799,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,Hyderabad,50008,True,10,9,2023
23800,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Suryapet,508206,False,24,5,2023
23801,"[""Grant Thornton China"",""Saint Louis University"",""Excelerate"",""Illinois Institute of Technology"",""GlobalShala""]",Male,India,Undergraduate Student,Delhi,110091,True,13,5,2023
23802,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,Lagos,100282,False,22,7,2023
23806,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Surat,394180,False,25,8,2022
23808,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Egypt,Undergraduate Student,Cairo,11865,False,24,4,2023
23809,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Zimbabwe,Not in Education,Harare,0,False,28,3,2023
23810,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,India,Not in Education,Surat,395009,False,16,6,2023
23811,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,bhopal,462041,True,24,5,2023
23812,"[""GlobalShala"",""Saint Louis University"",""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Ojo,102003,False,12,1,2023
23813,"[""Illinois Institute of Technology""]",Female,India,Undergraduate Student,Tadepalligudem,534145,False,28,6,2023
23814,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Female,India,High School Student,Pune,411002,False,12,11,2022
23815,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,Ghana,Undergraduate Student,Accra,233,False,25,9,2022
23816,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Not in Education,Lagos,102241,True,3,7,2023
23819,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Greater Noida,201308,True,10,8,2023
23822,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,United States,Graduate Program Student,Saint Louis,63103,False,29,9,2023
23823,"[""GlobalShala"",""Illinois Institute of Technology"",""Saint Louis University"",""Grant Thornton China"",""Excelerate""]",Male,India,Undergraduate Student,Thane,400601,False,25,8,2022
23824,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Lucknow,226012,False,10,6,2023
23825,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Undergraduate Student,Benin City,30001,False,4,10,2023
23826,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Cote d'Ivoire,Not in Education,Abidjan,0,False,14,8,2023
23827,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Mumbai,401107,True,28,6,2023
23828,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Nigeria,Graduate Program Student,Lagos,234,False,12,6,2023
23831,"[""Illinois Institute of Technology""]",Male,United States,Undergraduate Student,Chicago,60634,True,13,4,2023
23832,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Malawi,Graduate Program Student,Blantyre,unknown,False,11,8,2023
23834,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Female,United States,High School Student,Lancaster,75146,False,7,10,2022
23835,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Puttur,517583,False,7,7,2023
23836,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Karachi,75900,True,15,6,2023
23837,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Lagos,234,False,3,8,2023
23838,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Pakistan,Undergraduate Student,Lahore,54840,True,15,6,2023
23840,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,Undergraduate Student,Ernakulam,683594,True,27,5,2023
23844,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,India,High School Student,Delhi,110094,False,30,5,2023
23845,"[""Illinois Institute of Technology"",""Grant Thornton China"",""Excelerate""]",Male,Ghana,Undergraduate Student,Accra,233,False,5,12,2022
23846,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Kenya,High School Student,Nairobi,254,True,23,7,2023
23848,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Graduate Program Student,Ikeja,101207,False,24,6,2023
23853,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Female,Ghana,Graduate Program Student,ACCRA,GW-0372,True,4,5,2023
23854,"[""GlobalShala"",""Grant Thornton China"",""Saint Louis University"",""Illinois Institute of Technology"",""Excelerate""]",Male,Nigeria,Not in Education,Ojoku,24003,False,4,11,2023
